,title,views,description,likes,date
95,REUTEC (59),56.0,"REUTEC propose aux entreprises une solution d’emballage réutilisable sur mesure fais à partir de déchets textiles revalorisés, recyclés ou upcyclés.Ils les a...",2.0,04-01
96,CHERCHEUSE DE STYLE (13),325.0,"CHERCHEUSE DE STYLE est un concept de friperie uniquement pour femme afin changer le regard des gens sur le gaspillage vestimentaire, la pollution, les fripe...",48.0,04-01
97,INTINYVERITAS (75),515.0,InTinyVeritas accompagne les particuliers vers l’indépendance financière en developpant une offre de logements minimalistes autonomes et redynamiser des terr...,62.0,04-01
98,PIHITI (31),59.0,"PIHITI propose des soins naturels polynésiens : simples, minimalistes, sans parfum, respectueux de votre peau et de notre planète. Des soins seuls ou en box ...",3.0,04-01
99,MWANALA (35),262.0,Mwanala c'est la création de collection d'ouvrage de livre de jeunesse qui donne accès à l'éducation pour tous les enfants dans les pays en voie de développe...,39.0,04-01
100,URGE (92),511.0,URGE propose aux hôpitaux de réduire le temps consacré à l'enregistrement et le pré-diagnostic grâce à un algorithme de triage. Réduire le temps d'attente de...,556.0,04-01
101,VANLIZE (94),82.0,VANLIZE fait vivre des experiences singulières et de nouveaux challenges dans un monde où l'on ressent de plus plus un besoin de liberté.Retrouver une manièr...,5.0,04-01
102,LE SON QUI COURT (13),102.0,"La mission du SON QUI COURT est de stimuler et diversifier le paysage musicale Français en démocratisant l'accès aux savoirs, à la culture en propsant un ser...",19.0,04-01
103,JUNO (75),63.0,"JUNO est une plateforme de recrutement abordable, simple et rapide qui met en relation des consultants tech avec des entreprises en recherche. Grace à un alg...",1.0,04-01
104,ART&EAT (77),184.0,"ART&EAT est une plateforme qui allie alimentation et santé : réalisation des achats de produits d'épicerie, la réalisation de menu (en fonction de son régime...",10.0,04-01
105,OWNEY (75),81.0,"OWNEY propose une solution de Location-Accession.Ils achètent le bien pour vous et vous vivez dans votre logement immédiatement, avec une option d'achat de 4...",23.0,04-01
106,DROZZEN (75),674.0,"DROZZEN est une aplli de ""no-dating"" qui permet aux jeunes de se rencontrer facilement en favorisant l'économie locale et en répondant à un enjeu social plus...",162.0,04-01
107,PLENUMI (22),1356.0,"PLENUMI est une plateforme de révision et assistant digital du professeur, Plenumi doit permettre aux élèves de mieux travailler (apprentissage actif et pers...",336.0,04-01
108,NEOCA (35),1374.0,"NEOCA propose un casque sécurisé pour les mobilités douces qui a la particularité d'être pliable et peut donc facilement se ranger dans un sac. De plus, son ...",305.0,04-01
109,ROSA FOOD (59),771.0,"Le restaurant LA ROSA FOOD offre une restauration mixte respectueux  , entre la tradition et le moderne par l’innovation des goûts et des saveurs, respectueu...",237.0,04-01
110,SUMMIT (35),585.0,"SUMMIT est une boisson énergisante saine et totalement différente de ce que l'on connait actuellement sur le marché. Une boisson 100% naturelle, sans produit...",75.0,04-01
111,CUTIGIRI (59),71.0,CUTIGIRI est un jeu vidéo de type roman vidéoludique (jeux vidéo qui mélangent le gameplay et la littérature) qui a pour but de divertir et d'éduquer sur les...,2.0,04-01
112,TRUST IN ISOTOPES (66),383.0,"TRUST IN ISOTOPES propose un service de traçabilité, reposant sur une analyse chimique (l'isotopie). Elle permet de vérifier la provenance géographique des a...",111.0,04-01
113,RODBY (69),68.0,RODBY propose une mise en relation entre voyageurs et locaux est proposée sur la plateforme. Les locaux s’inscrivent et proposent des parcours et visites faç...,2.0,04-01
114,ORIGINAL GALSEN (94),3671.0,ORIGINAL GALSEN propose de découvrir et de savourer la culture sénégalaise à travers des plats originaux. Avec un objectif de proposer des plats 100% fait ma...,945.0,04-01
115,FAIRTROTTER (94),1379.0,"FairTrotter se veut devenir la première agence de voyage (presque) zéro carbone destinée au grand public, proposant des séjours uniques et personnalisables, ...",339.0,04-01
116,LE BON PARRAIN (59),48.0,Le Bon Parrain est un site de parrainage qui permet aux utilisateurs de se faire parrainer rapidement et facilement ! Cette mise en relation permet au filleu...,1.0,04-01
117,OTÉ (75),47.0,"OTÉ souhaite faire découvrir une cuisine réunionnaise savoureuse et originale, tout en proposant une expérience culinaire chaleureuse et intense pour les ave...",1.0,04-01
118,OHMYVAN (13),115.0,OHMYVAN souhaite faciliter le voyage en itinérance en véhicule aménagé en créant la maison sur roue des aventuriers.- Projet porté par Elsa ZapataPour suivre...,38.0,04-01
119,MOBILEAZ (59),841.0,MOBILEAZ est une plateforme de location de mobilier et d'électroménager entre particuliers qui favorise l’économie circulaire et d’usage. Elle répond aux pro...,257.0,04-01
120,COUP DE POUSSE (69),103.0,COUP DE POUSSE est un projet de titre-restaurant qui permet le financement de projet de résilience agricole.- Projet porté par Sophia AkmtPour suivre le Moov...,6.0,04-01
121,PULSAE (90),53.0,"PULSAE propose un dispositif de déclenchement intelligent de batterie de vélo électrique pour les personnes en insuffisance cardiaque. Ce dispositif va, en f...",3.0,04-01
122,4BONI (75),313.0,4boni est un marketplace réservé aux étudiants adin de les aider à lutter contre la précarité et l'isolement en créant un écosystème dédié.Projet porté par A...,29.0,04-01
123,STORMZ (69),842.0,"STORMZ est une marque pour équiper les danseurs urbains (hiphop, breakdance) avec des produits résistants, sécurisants et tendances.- Projet porté par Clélia...",200.0,04-01
124,IZOM ATHLETIQUE (94),1389.0,"IZOM Athlétique proposera un baume chauffant solide et rechargeable pour aider les sportifs à bien s'échauffer. Par la suite, ils développeront une gamme com...",429.0,04-01
125,L'ATELIER DU GATO (45),875.0,L'Atelier du GatO vise à rendre accessible la pâtisserie aux personnes intolérantes et allergiques au gluten. Briser les idées reçues sur la pâtisserie sans ...,190.0,04-01
126,VIRTUOUS (74),302.0,"Virtuous connecte marques, associations, internautes et créateurs de contenu pour s'engager ensemble à construire le monde. Créer un système vertueux pour fa...",45.0,04-01
127,PHYSIS (2B),51.0,"PHYSIS améliore la sécurité des populations. En effet, que ce soit ses activités de conseil, de bureaux d'études ou encore de la gestion d'application, tout ...",2.0,04-01
128,TINY FUNGI (30),1452.0,Tiny Fungi propose une alternative écologique et durable à la construction traditionnelle et fournit une solution de remplacement aux isolants synthétiques n...,453.0,04-01
129,CAVALONS (69),184.0,"La raison de CAVALONS est de faciliter la mise en relation entre propriétaires et cavaliers de manière rapide, simple et sécurisée. Notre mission est de démo...",4.0,04-01
130,STUDIO TALISMAN PARIS  (93),38.0,Studio Talisman Paris réinvente des vêtements et accessoires de seconde-main en les brodant. Elle a pour mission de redonner du sens au vêtement et à sa fabr...,2.0,04-01
131,DALISSIER (75),823.0,"DALISSIER offre une gamme de pâtisserie fine moderne avec des produits français, des viennoiseries insolites à partager, une chocolaterie gourmande à base de...",154.0,04-01
132,SEQUENCY (69),93.0,"SEQUENCY est une solution éducative ludique et interactive qui permet aux enfants d'apprendre les bases de la logique informatique sans écran, grâce à des bl...",1.0,04-01
133,SECONDE CHANCE (75),55.0,SECONDE CHANCE est une association qui permettra aux enfants malades de partager un moment d'évasion et de leur faire ressentir qu'ils sont acceptés tels qu'...,3.0,04-01
134,REFRESH YAH (06),55.0,"La mission de Refresh Yah est d'amener les consommateurs à consommer mieux et davantage de fruits et légumes, grâce à un en-cas protéiné et gourmand.- Projet...",0.0,04-01
135,LA BOX DES VINTIES (38),56.0,LA BOX DES VINTIES promeut l'économie circulaire dans les dressings en proposant un service de box de vêtements de seconde main qui permet de régler tous les...,1.0,04-01
136,DILO (75),78.0,"DILO propose un service de réservation de prestations de services à domicile pour seniors souhaitées, entièrement en ligne. À cette plateforme se rajoute un ...",3.0,04-01
137,UNICY (44),2632.0,"UNICY accélère le passage à la mobilité verte en développant une nouvelle transmission de vélo par cardan, robuste et fabriquée localement. Elle est en cours...",791.0,04-01
138,FEDHUBS (75),70.0,FEEDS HUB propose un outil de visibilité digitale qui recense les commerces écoresponsables qui organisent des événements variés et vendent également un logi...,6.0,04-01
139,KAWABSOR'BRA (91),1800.0,- Projet porté par Hawa BaradjiPour suivre le Moovjee : Site : https://www.moovjee.frFacebook : https://www.facebook.com/moovjeeTwitter : https://twitter.com...,516.0,04-01
140,ALLITRADOR (35),145.0,"Allitrador est une entreprise de traduction au service des TPE, PME et associations qui souhaitent croquer à pleines dents dans leur ouverture vers l'interna...",2.0,04-01
141,HUMAYA (75),76.0,HUMAYA développe des chaussures colorées en cuir upcyclé haut de gamme pour femmes conçue de façon écoresponsable.- Projet porté par Pauline RobertPour suivr...,3.0,04-01
142,GULLU (31),1796.0,"GULLUest un réseau social innovant, facilitateur de revoyure et vecteur pour le tourisme durable. La mission est de rassembler une communauté régie par les m...",471.0,04-01
143,MAISON WELLYNGTON (94),665.0,"La MAISON WELLYNGTON est spécialisée dans la création de tenue de cérémonie sur-mesure, vente de figurine de mode, bijoux et autre accessoires.- Projet porté...",302.0,04-01
144,ITRIDES (44),140.0,ItRides propose des solutions de carnets d'entretiens dématérialisés accessible via un sticker contenant une puce.- Projet porté par Loukas PautonnierPour su...,17.0,04-01
145,ROOOM APP (75),49.0,ROOOM est une application qui aide les participants d’un même événement festif à créer plus facilement des relations entre eux.- Projet porté par Alexandre d...,4.0,04-01
146,MA PETITE MALLE D'ÉVEIL (37),511.0,"Ma Petite Maille d'Éveil propose des bouteilles sensorielles made in France, écologique et respectueuses de l'environnement.- Projet porté par Laurie Verhels...",85.0,04-01
147,VITA LIVE PRO (94),778.0,VITA LIVE PRO est une plateforme web et mobile qui met en relation des résidents en EHPAD et des passionnés à proximité pour faire des activités divers et va...,158.0,04-01
148,MON OUTFIT (33),382.0,"Mon Outfit se veut actrice sociale à travers l'habillement pour un public négligé par les préjugés de la société, en les aidant dans leurs insertion personne...",88.0,04-01
149,SENSOBOX (78),46.0,SENSOBOX éveille les sens au travers d'un choix d'activités sensorielles insolites à vivre en solo ou à deux à Paris et Bordeaux aux côtés d'experts passionn...,1.0,04-01
150,JANE (44),204.0,JANE est une plateforme permettant de diminuer la facture énergétique des collectivités en distribuant leur surplus de production à leur bâtiments communaux ...,18.0,04-01
151,PASSIFLORA APP (44),1100.0,PASSIFLORA APP est une application qui informe et soutient les personnes atteintes de phobie scolaire ainsi que leur entourage vers le chemin de la guérison....,292.0,04-01
152,COBALT CONTRACEPTION (78),1247.0,"COBALT CONTRACEPTION souhaite mettre sur le marché une contraception masculine naturelle, réversible et non-invasive grâce à un boxer de contraception mascul...",287.0,04-01
153,MAISON DÉMESURE (24),410.0,MAISON DÉMESURE est un bureau d'étude qui va accompagner des créateurs/créatrices pour développer leur collection de lingerie. Ils proposent un accompagnemen...,49.0,04-01
154,QUELYS (31),86.0,QUELYS a pour vocation d'accompagner l'humain & l'entreprise vers la mise en place d'un fonctionnement managérial innovant en complément de l'apport de conse...,19.0,04-01
155,,,,,
156,OSAM (69),1071.0,"OSAM est une ligne textile vélo urbain permettant aux cyclistes de se déplacer en étant au sec, au chaud, visible et élégants. En d'autres termes : ne plus f...",250.0,04-01
157,MEETIT (13),61.0,MEETIT est une application qui permet de réduire le gaspillage alimentaire et améliore son pouvoir d’achat en proposant de récupérer à manger des surplus de ...,5.0,04-01
158,MEXA (03),707.0,"Mexa conçoit des jeux et outils pédagogiques adaptés à tous les enfants pour permettre l'inclusion et le vivre ensemble. Ils ont à cœur d'aider les enfants, ...",132.0,04-01
159,ECODESK (34),68.0,"ECODESK est un service de reconditionnement de calculatrices scolaires, à destinations des étudiants issus des QPV/REP. ECODESK achète les calculatrices aux ...",3.0,04-01
160,ENYO WOMEN'S FIGHTWEAR (44),588.0,"Enyo women's fightwear souhaite briser les préjugés sur la pratique féminine des sports de combat en proposant des vêtements techniques, confortables et adap...",141.0,04-01
161,PLANEARIA (30),333.0,"PLANEARIA est une plateforme permettant d'organiser, planifier et partager des voyages sur mesure pour des groupes grâce à un savoureux mélange d'habitudes d...",64.0,04-01
162,MODE EUROPÉENNE (75),76.0,"Mode Européenne propose des vêtements, chaussures, sacs, accesoires de mode qui proviennent des dons de particuliers ou des marques afin de les proposer à pr...",2.0,04-01
163,EVE (75),659.0,"EVE est une plateforme qui permettra à tous de s'organiser en groupe de manière simple, efficace et gratuite.- Projet porté par Maxime BarouilletPour suivre ...",169.0,04-01
164,SOLTEO (75),93.0,SOLTEO développe un logiciel à destination des installateurs photovoltaïques pour leur permettre d'être plus efficaces sur leur tâches support et administrat...,79.0,04-01
165,TRASHTAG (75),332.0,"TRASHTAG relie les associations de clean walking et les entreprises pour compenser l'impact environnemental. Utilisant les nouvelles technologies, nous encou...",98.0,04-01
166,LOUISMANSOUR (75),197.0,LouisMansour propose une gamme de prêt-à-porter et d'accessoires haut de gamme. Des produits genderless imaginés et confectionnés en France. Proposer un univ...,35.0,04-01
167,MOVENDO (69),44.0,MOVENDO accompagne les structures à sensibiliser leur public à la santé mentale grâce à des ateliers et formations engageantes à la fin desquels sont distrib...,0.0,04-01
168,MADAME BEANS (49),1251.0,Madame Beans a pour vocation de devenir une entreprise de transformation agroalimentaire de légumes secs en aides culinaires/PAI (Produits Alimentaires Inter...,317.0,04-01
169,SNB (29),45.0,SnB accompagne à la transition environnementale des organisations et leur fournit une expertise de conseil en stratégie produit et process.- Projet porté par...,0.0,04-01
170,L'ÉNERGÉTICIEN (20),59.0,La raison d'être de l'énergéticien est simple : être acteur de la transition énergétique en étant le référent sobriété des entreprises sur les aspects énergi...,3.0,04-01
171,GYMAPP (75),2164.0,"GYMAPP c'est la communauté sport fitness et nutrition qui va aider les particuliers à atteindre leurs objectifs sportifs, grâce à la dynamique de groupe, l'e...",321.0,04-01
172,RAFNEE (94),64.0,"RAFNEE est un kit dans lequel on retrouvera l'application en AR pour la formation et/ou de la sensibilisation, des accessoires de AR et des quizz pour des sé...",3.0,04-01
173,IMPRUDENCE DES VOYAGES (76),65.0,"Imprudence des voyages souhaite démocratiser le voyage en immersion culturelle, promouvant le tourisme durable et sortant les voyageurs des sentiers battus. ...",5.0,04-01
174,GOUSSY (68),262.0,"GOUSSY proposera un repas complet, sain et savoureux pratique à emporter dans la poche. Il sera rassasiant, apportera tous les nutriments nécessaires afin d’...",48.0,04-01
175,LIM COMMUNICATION (67),57.0,"Lim Communication est une agence de communication indépendante qui propose des services de rédaction de contenus web, community management, social media mana...",2.0,04-01
176,TRÉVIA (34),152.0,"TREVIA est une application pour gérer toutes les étapes du voyage, de la comparaison à la réservation des d'hébergements et d'activités, conçue pour simplifi...",21.0,04-01
177,TAFTAVIE (59),287.0,TAFTAVIE est une plateforme de mise en relation entre étudiants motivés et talentueux et des entreprises désireuses de se développer en aidant un jeune à dév...,68.0,04-01
178,MA CHAMELLE SUCRÉE (59),654.0,"Ma Chamelle Sucrée a pour mission de rendre accessible à tous la pâtisserie marocaine, sous forme de kit, tout en luttant contre le gaspillage alimentaire.- ...",186.0,04-01
179,ULEX (54),285.0,ULEX propose une nouvelle technologie qui formule un complexe de molécules (molécules actives avec des métaux sous forme colloidale) spécifiques pour des app...,37.0,04-01
180,TRAVAUXETMEUBLES.COM (84),220.0,TRAVAUXETMEUBLES.COM est un accélérateur d’investissement. TRAVAUXETMEUBLES valorise vos ventes dans l’immobilier ancien grâce à un processus comprenant : Vi...,43.0,04-01
181,SANEE (89),418.0,"SANEE offre des produits cosmétiques 100% naturels sous forme de baumes et savons , fabriqués en France, sourcés en Afrique.- Projet porté par Marion SANGENI...",63.0,04-01
182,VALORIZ'ME (49),372.0,"VALORIZ'ME crée, développe et commercialise des snacks protéinés 100% naturels (0 sucres ajoutés, 0 additifs, 0 isolats, 0 conservateurs) à destination de la...",74.0,04-01
183,NOVA (75),249.0,NOVA est la première marque digitale française à offrir une plateforme d'IA collaborative pour accompagner la transformation digitale des ETI/PME en numérisa...,57.0,04-01
184,BEAUTYFOOD (91),1354.0,"BEAUTYFOOD propose une alternative saine, pratique, gourmande et efficace aux compléments alimentaires classiques en offrant une gamme de compléments aliment...",97.0,04-01
185,YESOUICOOK (75),245.0,YESOUICOOK offre aux entrepreneurs culinaires une solution rentable pour développer leur entreprise sans avoir à investir dans leur propre infrastructure et ...,71.0,04-01
186,DELISPEED (59),1544.0,DeliSpeed est une plate-forme (site + appli) permettant aux utilisateur de passer une commande auprès de leurs magasins préférés et d'être livrés par des  pa...,589.0,04-01
187,DYNASTY OF WO/MEN (31),87.0,DYNASTY OF WO/MEN proposera la vente des tee-shirt de fabrication éco responsable avec un panel de tailles allant du XXS au XXL sur lesquels seront apposés d...,7.0,04-01
188,P'TIT ROUDOUDOU (54),1057.0,P'tit Roudoudou est une entreprise de confection d’articles de puériculture qui a pour objectif de proposer aux parents des articles de qualité supérieur sel...,189.0,04-01
189,DISCOVER (69),75.0,DISCOVER propose des interventions de professionnels présentant leur parcours scolaire et professionnels dans différents organismes afin de donner une autre ...,2.0,04-01
0,NEWSERS (69),2237.0,"NEWSERS est une application qui offre de l’information à travers trois interfaces (articles, SWIPE, et communautaire). Newsers est donc une solution de débat...",292.0,04-02
1,B.Y.O DESIGNER (94),700.0,"La raison d'être de B.Y.O. Designer est de permettre à tout un chacun d'être le créateur, le styliste de ce qu'il porte.- Projet porté par Mariam TambouraPou...",95.0,04-02
2,EDUCATION DU CHEVAL (83),2136.0,La mission d'EDUCATION DU CHEVAL est de faire évoluer l'équitation vers des pratiques plus justes et éthiques pour l'animal afin de diminuer le nombre d'acci...,372.0,04-02
3,CENTRAL EVENTS (90),229.0,"CENTRAL EVENTS souhaite créer et développer une plateforme de mise en relation entre les prestataires liés à l'événementiel et leurs clients, afin de simplif...",4.0,04-02
4,LOOSE SOULS (31),220.0,La raison d'être de LOOSE SOULS c'est représenter les artistes féminines et non binaires sur la scène musicale. Ils proposent de présenter ces artistes par l...,1.0,04-02
5,L'IDÉE D'UNE BOITE (95),1091.0,L'IDÉE D'UNE BOITE souhaite développer des boîtes mystères thématiques interactives qui permettent de vivre une expérience lors de l’ouverture séquencée et p...,135.0,04-02
6,SKANERS (92),240.0,"SKANERS est une application qui permet d’identifier et acheter les paires de sneakers qui vous entourent avec une photo ! Autrement dit, c'est le ""Shazam"" de...",6.0,04-02
7,ALGUP (06),1188.0,AlgUp développe un bioréacteur qui permet de produire de la spiruline fraîche chez soi et sans entretien. Conçu pour être à la fois esthétique et facile d’ut...,176.0,04-02
8,KOOKABURRA KOMBUCHA (59) Kookaburra Kombucha,384.0,"KOOKABURRA KOMBUCHA propose la vente de Kombucha, une boisson asiatique.- Projet porté par Elise GensPour suivre le Moovjee : Site : https://www.moovjee.frFa...",13.0,04-02
9,RENTY (75),419.0,"RENTY est une plateforme en ligne pour la location d'équipements sportifs entre particuliers, et une assurance facultative pour les locataires pour couvrir l...",43.0,04-02
10,RACE&LOCK (92),2072.0,"RACE&LOCK propose un cadenas de vélo à triple usage, offrant aux vélos urbains ou électriques un porte-bagages et aux vélos sportifs une position de course a...",403.0,04-02
11,24-7 (67),1421.0,"24-7 souhaite fournir des aliments durables et nutritifs, sans compromis sur le goût, la qualité et le prix afin de créer un avenir meilleur et plus sain pou...",114.0,04-02
12,BECOME (67),276.0,"BECOME souhaite faciliter la prise de décisions complexe par la réécriture rapide et neutre de votre démarche et situations.Adopter des comportements, compét...",17.0,04-02
13,TALEOS (77),118.0,TALEOS est une application de réveil personnalisée selon son chronotype qui améliore son sommeil et ses performances cognitives pour optimiser son temps chaq...,1.0,04-02
14,NYMPHEIASHOP (35),126.0,NYMPHEIASHOP crée des oeuvres au format numérique mais également des illustrations sous forme de produits physiques tels que des cartes postales et des badge...,12.0,04-02
15,STUDPRO (75),145.0,STUDPRO est une application web et mobile pensée pour révolutionner le quotidien des étudiants. Elle permettra aux étudiants de trouver leur entreprise d’acc...,7.0,04-02
16,ARTY SQUAD (75),404.0,ART-SQUAD accompagne les entreprises soucieuses d'améliorer leur expérience collaborateur et l'engagement de leur équipe grâce à l'art et à la culture afin d...,57.0,04-02
17,THE OFFSZN (69),712.0,La raison d'être d'OFFSZN est de créer un mouvement social et inclusif autour de la pratique du basket en France en créant des opportunités sociales et sport...,110.0,04-02
18,HOLMI (94),899.0,HOLMI propose des vêtements éthiques et éco-responsables. Ils prennent le temps de développer chaque pièce pour qu'elles conviennent à un maximum de morpholo...,238.0,04-02
19,POGUISURF (59),293.0,"POGUISURF propose une location longue durée d'une planche de surf éco-responsable qui est produite localement, réparable et avec une durée de vie 5 fois supé...",28.0,04-02
20,BE BUDDY (69),141.0,La mission de BE BUDDY est d'offrir une nouvelle façon de voyager au plus proche de la culture locale grâce à un guide digital personnalisé. Ils ont à coeur ...,7.0,04-02
21,TOGÆTHER (34),1605.0,"TOGÆTHER est une application directement sur le mobile des spectateurs ainsi qu'un appareil de géolocalisation positionné sur les sportifs. Les deux liés, on...",367.0,04-02
22,DOUCEUR DANS L'HAIR (22),329.0,DOUCEUR DANS L'HAIR a pour projet de développer des gammes de produits capillaires pour cheveux texturés à base de beurres et d'huiles végétales afro-caraibé...,73.0,04-02
23,NEATY (83),67.0,"NEATY a pour objectif de développer une marque de produits de première nécessité écoresponsable (rechargeables), avec une composition saine mais également in...",1.0,04-02
24,YUKI (13),1128.0,YUKI propose des jeux uniques et personnalisés qui rapprochent les gens !- Projet porté par Benoit CatanesePour suivre le Moovjee : Site : https://www.moovje...,264.0,04-02
25,RECIT (94),110.0,"Avec RECIT, concevez le livre des moments les plus importants de votre vie à transmettre à vos proches. Enregistrez les histoires de vos proches. Ces dernièr...",12.0,04-02
26,KASSY (75),235.0,KASSY est une société commerciale qui a pour objectif de faire découvrir aux consommateurs des produits artisanaux provenant de différentes régions du monde....,19.0,04-02
27,OVA DETECH (17),5601.0,OVA DETECH accompagne toutes les femmes du début de leur vie sexuelle jusqu’à la ménopause en leur permettant de mieux connaitre leur cycle et donc d’adapter...,229.0,04-02
28,MELOTICK (92),597.0,"MELOTICK est une plateforme culturelle regroupant un agenda culturel pour trouver des événements culturels en France, une bourse aux billets pour acheter ou ...",110.0,04-02
29,V.UBIK (57),145.0,V.UBIK veut intégrer le marché de l'esport en diffusant les différentes parties League of Legend à travers un avatar dans une salle afin de pouvoir partager ...,15.0,04-02
30,PERLA MODA (35),124.0,Perla Moda propose à ses clients des accessoires durables en perles faits à la main qui allient créativité et esthétique pour rendre le luxe d’un bijou ou d’...,17.0,04-02
31,HORMONE.IA (75),145.0,HORMONE.IA développe le premier assistant de fertilité pour couple. Ce dispositif médical (DM) permettra d'accompagner hommes et femmes dans leur parcours de...,15.0,04-02
32,AULIA (59),277.0,La mission d'AULIA est de soulager l'aidant familial dans l'organisation de la dépendance d'une personne en perte d’autonomie à domicile.- Projet de Jade Nue...,38.0,04-02
33,DYOQAR (59),93.0,DYOQAR propose du matériel sportif durables et uniques pour les activités de sport & bien-être à domicile fabriqués à partir de matières bioscourcées.- Proje...,1.0,04-02
34,PAVENROD (74),439.0,PAVENROD est né de la volonté de préserver la montagne en développer un vestiaire complet homme / femme de vêtements outdoor performants made in France en ma...,112.0,04-02
35,MINUIT BLONDE (13),1934.0,MINUIT BLONDE est une agence artistique qui propose :- La vente en ligne de pièces produites par des créateurs indépendants- L'organisation d'évènements cult...,362.0,04-02
36,OPENDO (57),66.0,"OPENDO est une épicerie nocturne lambda spécialisée dans les produits exotiques et multiculturels, notamment avec un étalage de fruits et légumes tropicaux, ...",1.0,04-02
37,TASH (44),65.0,TASH souhaite devenir la plateforme référente pour la création de marque de mode originale et responsable. TASH permet aux créateurs de contenu de facilement...,1.0,04-02
38,CELESTINE HAIR MAKEUP ARTIS (59),110.0,CELESTINE HAIR MAKEUP ARTIST propose des prestations de maquillage.- Projet porté par Célestine HelynckPour suivre le Moovjee : Site : https://www.moovjee.fr...,5.0,04-02
39,REVOLEAF (31),74.0,"REVOLEAF propose une culture végétale à base de lentille d'eau. Cette culture amène un nouveau produit frais avec qualités nutritionnelles essentielles, une ...",1.0,04-02
40,FREE2BET (57),76.0,Free2bet est une application mobile de paris sportifs gratuits. Ici pas d'argent en jeu mais des crédits virtuels qui peuvent ensuite être échangés contre de...,1.0,04-02
41,SAUVÈ (69),77.0,"SAUVÈ, ce sont des barres nutritionnelles naturellement riches en fer qui permettent d'optimiser et de renforcer les apports en fer au quotidien.- Projet por...",2.0,04-02
42,LES BELLES TRUFFES (92),1267.0,Les Belles Truffes ont pour mission de contribuer aux bien-être des chiens en proposant un service premium et ultra-personnalisé de micro-crèche canine . Par...,194.0,04-02
43,HAPPYPRO (17),1877.0,"HappyPro met en relation des professionnels et des particuliers pour du service à domicile de courte durée (PetSitting/Ménage/..). Le concept, regrouper les ...",434.0,04-02
44,MADE IN CLÉMENCE (49),74.0,"Via le processus de surcyclage (ou upcycling), Made In Clémence  transforme les déchets textiles en produits responsables proposés aux particuliers et aux pr...",5.0,04-02
45,IKIDAÏ (59),66.0,"IKIDAÏ développe des bornes interactives et créatives pour enfants. Créatrices de lien social entre enfants et avec leurs accompagnateurs, leurs bornes perme...",2.0,04-02
46,HELLO WASTE (22),117.0,Hello Waste a pour objectif de protéger l'humain et l'environnement. Ils imaginent les objets de demain avec les déchets d'aujourd'hui en proposant de la fab...,4.0,04-02
47,COSPLAY SMART (83),459.0,COSPLAY SMART est un projet de boutique en ligne de vente de produit pour la réalisation de costume cosplay et un service de réalisation de costume sur-mesur...,102.0,04-02
48,SAMADHA (69),332.0,SAMADHA est une boutique en ligne dédiée à l’Ayurvéda qui sélectionne les meilleures marques de produits et propose des outils pratiques et inspirants pour v...,81.0,04-02
49,BLOOSENS (75),2105.0,La mission de BLOOSENS est d'apporter une solution à toutes les personnes gênées par leurs douleurs menstruelles. Soulager leur quotidien en leur apportant u...,463.0,04-02
50,PHEASE (74),65.0,PHEASE met à disposition des projets à impact grâce à une plateforme qui assure la transparence de leurs fonds et mettre en avant l'impact réalisé. Cette pla...,2.0,04-02
51,LCDG (64),1990.0,"LCDG souhaite rendre accessible la communication physique de produits ou de services plus éthiques, tout en apportant un complément de revenu sans effort sup...",443.0,04-02
52,MITUP (95),127.0,MITUP favorise l'insertion des jeunes talents sur le marché de l'emploi et les accompagner dans leur entrée dans la vie active.  Le service proposé est un ab...,15.0,04-02
53,MOKILO PACKAGE (44),117.0,Mokilo Package est une plateforme marketplace de co-bagage qui connecte les voyageurs pour qu'ils partagent les frais de transport de leurs bagages. Un servi...,15.0,04-02
54,GREEZ (28),84.0,"Greez est une plateforme E-commerce spécialisée dans la gestion d’invendus cosmétiques. Les professionnels, distributeurs qui ont des produits invendus les s...",6.0,04-02
55,ASYORA (92),416.0,ASYORA est un outil de collaboration permettant de repenser la notion de réunion en entreprise.- Projet porté par Paul-Emmanuel BrouxPour suivre le Moovjee :...,75.0,04-02
56,KAYLO (91),96.0,"Kaylo est une application mobile qui permet de faire ses courses et de commander son panier en livraison, en click & collect dans le supermarché où son panie...",1.0,04-02
57,SIZZY (75),156.0,"SIZZY ce sont chaussures grandes tailles modernes qui tiennent compte des complexes créés par la société. Notre marque offre la disponibilité, la modernité e...",21.0,04-02
58,MILLENIUM (97),245.0,MILLENIUM est un service de restauration gastronomique qui propose des plats originaux et revisités pour vous faire voyager.- Projet porté par Dylan Mangalam...,35.0,04-02
59,FIN MUSEAU (40),233.0,"FIN MUSEAU propose des friandises et compléments alimentaires pour chien à base de super-aliment (chanvre, spiruline et moringa) 100% naturel, sans céréales,...",32.0,04-02
60,FITOUXE (75),1281.0,FITOUXE est une application mobile qui a pour vocation de centraliser ce qui se fait de meilleur en terme d'application d'accompagnement sportif et nutrition...,234.0,04-02
61,TAKOTAK (13),222.0,"TAKOTAL est un projet de restauration rapide, saine et locale en click&collect, drive et casiers réfrigérés. Leur mission est de proposer une alternative plu...",29.0,04-02
62,EQTAS.E (37),395.0,"EQTAS.E est une association de prévention santé, par et pour les personnes LGBTQIA+ et/ou celles ayant un handicap. Ils oeuvrent pour réduire les inégalités ...",101.0,04-02
